,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
2685,Multifamily MR (5-9),Compliant,51.0,2334061.0,Senior Care Community,5172623.0,NORTHWEST,1.0,7.0,Senior Care Community,95599,0,81.7,7506587.0,138.8,0.0,1955,290.99
2686,Multifamily LR (1-4),Compliant,69.0,237443.0,Multifamily Housing,1728095.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,27176,5634,72.3,1965529.0,94.2,0.0,1930,93.43
2687,NonResidential,Compliant,24.0,4384080.0,Non-Refrigerated Warehouse,289928.0,LAKE UNION,1.0,2.0,Non-Refrigerated Warehouse,78716,0,59.4,4673827.0,178.7,0.0,1979,45.96
2688,NonResidential,Compliant,94.0,296504.0,K-12 School,1234253.0,LAKE UNION,1.0,2.0,K-12 School,33300,0,49.8,1530744.0,72.4,0.0,1910,67.62
2689,NonResidential,Compliant,28.0,5689951.0,Supermarket/Grocery Store,3928182.0,LAKE UNION,1.0,1.0,Supermarket/Grocery Store,28808,0,308.5,9617898.0,705.4,0.0,1957,248.29
2690,Multifamily LR (1-4),Compliant,70.0,611361.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,23101,0,26.5,611336.0,83.1,0.0,1978,4.26
2691,Multifamily LR (1-4),Compliant,27.0,2471725.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,81821,0,36.3,2471623.0,113.9,0.0,1974,17.23
2692,Multifamily LR (1-4),Compliant,85.0,3730310.0,Multifamily Housing,1252269.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,135608,0,29.8,4982425.0,77.8,0.0,1908,92.51
2693,Multifamily LR (1-4),Compliant,23.0,1171182.0,Multifamily Housing,897629.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,41126,0,50.3,2068762.0,112.3,0.0,1990,55.84
2694,Multifamily LR (1-4),Compliant,92.0,571408.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,29088,0,23.5,571384.0,73.9,0.0,1977,3.98
2695,Multifamily LR (1-4),Compliant,96.0,659478.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,28160,1874,23.4,659450.0,73.5,0.0,1965,4.6
2696,Multifamily MR (5-9),Compliant,,580712.0,Multifamily Housing,0.0,NORTHEAST,1.0,6.0,Mid-Rise Multifamily,22405,8076,25.9,580688.0,81.4,0.0,1975,4.05
2697,Multifamily MR (5-9),Compliant,,577666.0,Multifamily Housing,0.0,NORTHEAST,1.0,5.0,Mid-Rise Multifamily,20280,0,28.5,577642.0,89.4,0.0,1981,4.03
2698,Multifamily LR (1-4),Compliant,96.0,618389.0,Multifamily Housing,118161.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,33181,10463,22.1,736524.0,62.1,0.0,1997,10.59
2699,Multifamily MR (5-9),Compliant,88.0,935481.0,Multifamily Housing,0.0,NORTHEAST,1.0,5.0,Mid-Rise Multifamily,37002,0,25.3,935442.0,79.4,0.0,1998,6.52
2700,NonResidential,Compliant,58.0,1101582.0,Office,0.0,NORTHEAST,1.0,1.0,Small- and Mid-Sized Office,20962,7004,52.5,1101536.0,165.0,0.0,1957,7.68
2701,NonResidential,Compliant,39.0,5412264.0,Supermarket/Grocery Store,2080900.0,NORTHEAST,1.0,1.0,Supermarket/Grocery Store,26226,0,290.1,7492939.0,742.6,0.0,1950,148.25
2702,Multifamily LR (1-4),Compliant,,385522.0,Multifamily Housing,939700.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,20600,0,64.3,1325206.0,106.7,0.0,1919,52.59
2703,NonResidential,Compliant,,950117.0,,0.0,NORTHEAST,1.0,2.0,Retail Store,20760,0,45.8,950078.0,143.7,0.0,1928,6.62
2704,NonResidential,Compliant,22.0,1100620.0,Bank Branch,0.0,NORTHEAST,1.0,2.0,Mixed Use Property,19193,15755,57.4,1100575.0,180.1,0.0,1976,7.67
2705,Multifamily LR (1-4),Compliant,85.0,874153.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,34090,0,25.6,874117.0,80.5,0.0,1925,6.09
2706,Multifamily HR (10+),Compliant,28.0,7069408.0,Senior Care Community,13242114.0,NORTHWEST,1.0,10.0,Senior Care Community,198752,0,102.2,20311228.0,181.6,0.0,1965,752.57
2707,Multifamily LR (1-4),Compliant,100.0,477345.0,Multifamily Housing,124680.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,38035,0,15.8,602005.0,42.8,0.0,1958,9.95
2708,Multifamily LR (1-4),Compliant,85.0,5413851.0,Multifamily Housing,3496298.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,63176,128050,27.9,8909924.0,64.7,0.0,2008,223.43
2709,Multifamily LR (1-4),Compliant,97.0,1056103.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,41026,14598,25.7,1056059.0,80.8,0.0,1986,7.36
2710,Multifamily HR (10+),Compliant,33.0,3680691.0,Multifamily Housing,979478.0,NORTHWEST,1.0,11.0,High-Rise Multifamily,94410,0,49.4,4660015.0,133.3,0.0,1969,77.68
2711,Multifamily MR (5-9),Compliant,,1041309.0,Multifamily Housing,464374.0,CENTRAL,1.0,5.0,Mid-Rise Multifamily,26583,0,69.2,1505639.0,172.6,0.0,2004,31.92
2712,NonResidential,Compliant,,5689238.0,Office,122.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,27640,9999,203.2,5689125.0,638.2,0.0,1998,39.67
2713,Multifamily LR (1-4),Compliant,98.0,479657.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,21840,0,18.0,479638.0,56.6,0.0,1900,3.34
2714,NonResidential,Compliant,61.0,918552.0,Office,0.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,22840,0,40.2,918514.0,126.3,0.0,1900,6.4
2715,NonResidential,Compliant,,802981.0,Museum,66887.0,DOWNTOWN,1.0,1.0,Other,21420,0,44.8,869835.0,133.4,0.0,1900,9.15
2716,NonResidential,Compliant,,1120310.0,,958107.0,DOWNTOWN,1.0,1.0,Mixed Use Property,20880,0,99.5,2078370.0,216.6,0.0,1900,58.69
2717,Multifamily MR (5-9),Compliant,94.0,540488.0,Multifamily Housing,0.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,36485,2280,20.2,540465.0,63.4,0.0,1900,3.77
2718,NonResidential,Compliant,,765548.0,Office,912361.0,DOWNTOWN,1.0,3.0,Mixed Use Property,26000,0,64.5,1677877.0,129.3,0.0,1966,53.79
2719,NonResidential,Compliant,,1240525.0,Office,585633.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,38675,0,111.5,1826107.0,275.3,0.0,1900,39.75
2720,Nonresidential COS,Compliant,,2076394.0,Office,2178337.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,49951,0,81.4,4565085.0,163.7,310440.0,1929,154.13
2721,Multifamily LR (1-4),Compliant,89.0,688430.0,Multifamily Housing,37086.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,23052,0,22.0,725487.0,66.8,0.0,1930,6.77
2722,Multifamily LR (1-4),Compliant,23.0,1300304.0,Multifamily Housing,1941816.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,41461,0,96.2,3242066.0,181.7,0.0,2005,112.19
2723,NonResidential,Compliant,14.0,1643962.0,Medical Office,194228.0,SOUTHEAST,1.0,2.0,Medical Office,25880,0,71.0,1838121.0,207.3,0.0,2010,21.78
2724,Multifamily MR (5-9),Compliant,45.0,1856640.0,Multifamily Housing,609704.0,SOUTHEAST,1.0,6.0,Mid-Rise Multifamily,65418,0,37.7,2466267.0,98.9,0.0,1971,45.32
2725,Multifamily LR (1-4),Compliant,55.0,1945156.0,Multifamily Housing,0.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,45956,19205,29.9,1945075.0,93.7,0.0,2007,13.56
2726,Multifamily LR (1-4),Compliant,85.0,597785.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,22971,5782,26.0,597761.0,81.7,0.0,1981,4.17
2727,NonResidential,Compliant,,512843.0,Worship Facility,758449.0,NORTHEAST,1.0,3.0,Worship Facility,41013,0,36.9,1271271.0,69.9,0.0,1927,43.86
2728,Multifamily LR (1-4),Compliant,,411515.0,Other - Lodging/Residential,830240.0,NORTHEAST,1.0,3.0,Other,22232,0,55.9,1241738.0,97.3,0.0,1928,46.96
2729,NonResidential,Compliant,,672375.0,Social/Meeting Hall,843027.0,NORTHEAST,1.0,2.0,Other,21075,0,71.9,1515375.0,142.2,0.0,2004,49.46
2730,Multifamily LR (1-4),Compliant,97.0,526096.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,25076,5282,21.0,526074.0,65.9,0.0,1977,3.67
2731,NonResidential,Compliant,71.0,1010388.0,Worship Facility,757134.0,NORTHEAST,1.0,3.0,Worship Facility,46485,0,27.7,1767480.0,62.1,0.0,1950,47.25
2732,Multifamily LR (1-4),Compliant,69.0,682448.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,25943,0,26.3,682420.0,82.6,0.0,1958,4.76
2733,Multifamily LR (1-4),Compliant,99.0,497641.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,28075,8917,21.4,497620.0,67.3,0.0,1989,3.47
2734,Multifamily LR (1-4),Compliant,95.0,549645.0,Multifamily Housing,15836.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,21000,6770,20.4,565458.0,62.7,0.0,1988,4.67
2735,Multifamily LR (1-4),Compliant,97.0,787594.0,Multifamily Housing,427368.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,35313,16950,23.2,1214929.0,55.9,0.0,1991,28.19
2736,NonResidential,Compliant,81.0,1546343.0,Office,350902.0,NORTHWEST,1.0,4.0,Small- and Mid-Sized Office,40768,16128,46.5,1897180.0,128.1,0.0,1965,29.42
2737,Multifamily LR (1-4),Compliant,68.0,839150.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,31023,0,27.0,839115.0,84.9,0.0,1986,5.85
2738,NonResidential,Compliant,70.0,306552.0,Worship Facility,207349.0,NORTHWEST,1.0,2.0,Worship Facility,27500,0,18.7,513888.0,42.9,0.0,1978,13.15
2739,NonResidential,Compliant,91.0,527825.0,Office,0.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,36630,0,16.0,527803.0,50.2,0.0,1930,3.68
2740,NonResidential,Compliant,,1298268.0,Office,900206.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,26830,0,81.9,2198421.0,187.1,0.0,1900,56.86
2741,NonResidential,Compliant,92.0,1243334.0,Office,0.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,41920,0,29.7,1243282.0,93.1,0.0,1906,8.67
2742,NonResidential,Compliant,99.0,424421.0,Office,338661.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,36879,0,26.0,763065.0,57.6,0.0,1905,20.94
2743,NonResidential,Compliant,,1046617.0,Other - Lodging/Residential,574148.0,DOWNTOWN,1.0,6.0,Other,29820,0,54.4,1620721.0,130.4,0.0,1904,37.79
2744,Multifamily HR (10+),Compliant,60.0,2829904.0,,1531968.0,DOWNTOWN,1.0,13.0,High-Rise Multifamily,90959,0,48.0,4361755.0,115.4,0.0,2007,101.09
2745,Multifamily HR (10+),Compliant,,3755123.0,Multifamily Housing,0.0,DOWNTOWN,1.0,11.0,High-Rise Multifamily,166471,10893,55.7,8907957.0,112.4,5152989.0,1908,423.93
2746,Multifamily LR (1-4),Compliant,40.0,971953.0,Multifamily Housing,1137013.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,25027,0,48.8,2108926.0,98.3,0.0,1905,67.16
2747,NonResidential,Compliant,69.0,1093461.0,Office,0.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,33640,0,40.0,1093416.0,125.7,0.0,1905,7.62
2748,NonResidential,Compliant,18.0,1580662.0,Non-Refrigerated Warehouse,0.0,DOWNTOWN,1.0,4.0,Non-Refrigerated Warehouse,43484,0,36.3,1580597.0,114.1,0.0,1906,11.02
2749,Multifamily MR (5-9),Compliant,,3358569.0,Multifamily Housing,7086172.0,DOWNTOWN,1.0,9.0,Mid-Rise Multifamily,142510,0,53.2,10444602.0,91.6,0.0,1910,399.76
2750,Multifamily HR (10+),Compliant,27.0,2681786.0,Multifamily Housing,1439289.0,DOWNTOWN,1.0,12.0,High-Rise Multifamily,74327,0,55.4,4120963.0,133.6,0.0,1979,95.14
2751,Multifamily LR (1-4),Compliant,98.0,220967.0,Multifamily Housing,970968.0,DOWNTOWN,1.0,2.0,Low-Rise Multifamily,20304,0,58.7,1191926.0,84.4,0.0,1926,53.11
2752,NonResidential,Compliant,,1003701.0,Office,0.0,DOWNTOWN,1.0,3.0,Mixed Use Property,22480,0,34.8,1003659.0,109.4,0.0,1900,7.0
2753,NonResidential,Compliant,46.0,1826686.0,Hotel,3085910.0,DOWNTOWN,1.0,4.0,Hotel,33018,0,167.3,4912520.0,305.7,0.0,1925,176.63
2754,Multifamily LR (1-4),Compliant,53.0,1646099.0,Senior Care Community,1409145.0,DOWNTOWN,1.0,3.0,Senior Care Community,43380,0,70.4,3055176.0,153.3,0.0,1998,86.31
2755,NonResidential,Compliant,91.0,878981.0,Office,96777.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,26510,0,31.7,975721.0,92.9,0.0,1970,11.27
2756,Multifamily LR (1-4),Compliant,59.0,2225124.0,Multifamily Housing,117931.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,72566,0,32.3,2342962.0,98.0,0.0,1961,21.77
2757,Multifamily LR (1-4),Compliant,10.0,1170645.0,Multifamily Housing,0.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,25966,0,45.1,1170597.0,141.6,0.0,1959,8.16
2758,Multifamily MR (5-9),Compliant,92.0,847802.0,Multifamily Housing,0.0,NORTH,1.0,5.0,Mid-Rise Multifamily,33456,0,42.3,847767.0,132.7,0.0,1996,5.91
2759,Multifamily LR (1-4),Compliant,54.0,1833457.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,63336,0,28.9,1833381.0,90.9,0.0,1966,12.78
2760,Multifamily LR (1-4),Compliant,74.0,1492266.0,Multifamily Housing,419387.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,57278,5958,30.2,1911591.0,81.1,0.0,1998,32.68
2761,Multifamily LR (1-4),Compliant,83.0,1079522.0,Multifamily Housing,0.0,NORTH,1.0,3.0,Low-Rise Multifamily,44202,0,24.4,1079477.0,76.7,0.0,1982,7.53
2762,Multifamily MR (5-9),Compliant,29.0,1281195.0,Multifamily Housing,5106994.0,EAST,1.0,6.0,Mid-Rise Multifamily,80539,0,96.3,6388136.0,141.5,0.0,1961,280.16
2763,Multifamily LR (1-4),Compliant,86.0,497754.0,Multifamily Housing,1601116.0,EAST,1.0,3.0,Low-Rise Multifamily,45067,0,46.6,2098850.0,72.0,0.0,1959,88.51
2764,Multifamily LR (1-4),Compliant,81.0,625114.0,Multifamily Housing,0.0,LAKE UNION,1.0,3.0,Low-Rise Multifamily,21990,0,28.4,625088.0,89.3,0.0,1989,4.36
2765,Multifamily LR (1-4),Compliant,84.0,1716745.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,90372,0,21.9,1716674.0,68.9,0.0,1984,11.97
2766,Multifamily HR (10+),Compliant,82.0,1660685.0,Multifamily Housing,1277459.0,EAST,1.0,11.0,High-Rise Multifamily,67813,0,43.3,2938076.0,96.7,0.0,1962,79.42
2767,Multifamily LR (1-4),Compliant,60.0,681025.0,Multifamily Housing,278742.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,38270,0,33.8,959739.0,85.6,0.0,1999,19.55
2768,Multifamily MR (5-9),Compliant,,3681411.0,Multifamily Housing,2221884.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,132150,0,93.5,5903142.0,220.0,0.0,1901,143.67
2769,NonResidential,Compliant,78.0,958572.0,Non-Refrigerated Warehouse,3706.0,LAKE UNION,1.0,1.0,Non-Refrigerated Warehouse,40028,0,19.4,962238.0,60.7,0.0,1938,6.88
2770,NonResidential,Compliant,19.0,2308216.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,26282,18228,87.8,2308120.0,275.8,0.0,2007,16.09
2771,NonResidential,Compliant,78.0,301971.0,Worship Facility,331578.0,NORTH,1.0,1.0,Worship Facility,21624,0,29.3,633536.0,59.9,0.0,1954,19.72
2772,Multifamily MR (5-9),Compliant,94.0,1519670.0,Multifamily Housing,48741.0,NORTH,1.0,6.0,Mid-Rise Multifamily,57731,23877,27.2,1568348.0,83.5,0.0,2002,13.18
2773,Multifamily LR (1-4),Compliant,93.0,452633.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,21841,0,20.2,452614.0,63.3,0.0,1967,3.16
2774,SPS-District K-12,Compliant,71.0,1064387.0,K-12 School,1132500.0,NORTHWEST,1.0,1.0,K-12 School,42239,0,48.5,2196843.0,100.1,0.0,1970,67.57
2775,Multifamily LR (1-4),Compliant,,876273.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,21880,0,40.0,876237.0,125.7,0.0,1968,6.11
2776,SPS-District K-12,Compliant,92.0,853781.0,,481610.0,NORTHWEST,1.0,3.0,SPS-District K-12,49234,0,26.2,1335355.0,62.4,0.0,1925,31.53
2777,Multifamily LR (1-4),Compliant,68.0,667576.0,Multifamily Housing,0.0,CENTRAL,1.0,2.0,Low-Rise Multifamily,24621,0,27.1,667548.0,85.1,0.0,1967,4.65
2778,Multifamily MR (5-9),Compliant,97.0,742175.0,Multifamily Housing,615264.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,40420,0,33.6,1357408.0,73.6,0.0,1910,37.85
2779,Multifamily MR (5-9),Compliant,15.0,3144796.0,Multifamily Housing,1402464.0,DOWNTOWN,1.0,8.0,Mid-Rise Multifamily,75477,0,60.2,4547129.0,150.3,0.0,1979,96.41
2780,NonResidential,Compliant,,1057205.0,Office,614981.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,21600,0,77.4,1672142.0,183.6,0.0,1993,40.03
2781,NonResidential,Compliant,,427886.0,Multifamily Housing,519666.0,DOWNTOWN,1.0,3.0,Mixed Use Property,20620,0,46.0,947534.0,91.6,0.0,1909,30.58
2782,Multifamily LR (1-4),Compliant,7.0,1296343.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,36000,0,36.0,1296290.0,113.1,0.0,1910,9.04
2783,Multifamily MR (5-9),Compliant,99.0,1421780.0,Multifamily Housing,718579.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,35170,12437,52.2,2140300.0,127.3,0.0,1910,48.08
2784,NonResidential,Compliant,99.0,223803.0,Hotel,938337.0,DOWNTOWN,1.0,5.0,Hotel,40552,0,28.7,1162131.0,41.6,0.0,1910,51.4
2785,Multifamily MR (5-9),Compliant,,994479.0,Multifamily Housing,2552021.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,34848,0,85.4,3546459.0,139.7,0.0,1914,142.47
2786,Multifamily LR (1-4),Compliant,,634588.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,27494,0,23.1,634561.0,72.5,0.0,1910,4.42
2787,Multifamily LR (1-4),Compliant,71.0,791575.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,23200,0,34.1,791542.0,107.1,0.0,1910,5.52
2788,Multifamily MR (5-9),Compliant,87.0,2053423.0,Multifamily Housing,666657.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,58015,39722,27.8,2719995.0,73.1,0.0,1991,49.72
2789,Multifamily HR (10+),Compliant,19.0,2544809.0,Multifamily Housing,1011587.0,DOWNTOWN,1.0,12.0,High-Rise Multifamily,76094,0,46.7,3556291.0,119.0,0.0,1973,71.47
2790,Multifamily LR (1-4),Compliant,94.0,743770.0,,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,27600,0,26.9,743739.0,84.6,0.0,1903,5.18
2791,Multifamily MR (5-9),Compliant,100.0,2205511.0,Senior Care Community,1518595.0,DOWNTOWN,1.0,7.0,Senior Care Community,107312,27662,34.7,3724014.0,79.4,0.0,2005,96.03
2792,NonResidential,Compliant,,1426082.0,Office,0.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,31432,0,45.4,1426023.0,142.5,0.0,1909,9.94
2793,Multifamily MR (5-9),Compliant,,1084594.0,Multifamily Housing,2298730.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,49020,18570,43.2,3383279.0,74.3,0.0,2005,129.65
2794,NonResidential,Compliant,100.0,75306.0,Retail Store,106188.0,DOWNTOWN,1.0,2.0,Retail Store,24550,0,7.4,181491.0,14.2,0.0,1917,6.16
2795,Multifamily LR (1-4),Compliant,100.0,391074.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,24171,0,16.2,391058.0,50.8,0.0,1916,2.73
2796,Multifamily LR (1-4),Compliant,,1786701.0,Multifamily Housing,5173769.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,46560,0,135.0,6960396.0,214.2,0.0,1920,287.23
2797,Multifamily LR (1-4),Compliant,92.0,745076.0,Multifamily Housing,309950.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,34560,0,30.2,1054995.0,76.3,0.0,1909,21.66
2798,Multifamily LR (1-4),Compliant,70.0,1060347.0,Multifamily Housing,0.0,BALLARD,1.0,3.0,Low-Rise Multifamily,34200,23570,31.0,1060303.0,97.3,0.0,1980,7.39
2799,Multifamily LR (1-4),Compliant,88.0,470103.0,Multifamily Housing,151967.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,20590,2751,26.7,622051.0,70.1,0.0,1989,11.35
2800,SPS-District K-12,Compliant,84.0,1636098.0,K-12 School,553000.0,LAKE UNION,1.0,2.0,K-12 School,61052,0,35.9,2189030.0,93.7,0.0,2000,40.78
2801,Multifamily LR (1-4),Compliant,47.0,2054163.0,Multifamily Housing,0.0,NORTHEAST,1.0,2.0,Low-Rise Multifamily,65042,0,31.6,2054077.0,99.2,0.0,1949,14.32
2802,Multifamily MR (5-9),Compliant,99.0,1951669.0,Multifamily Housing,854338.0,NORTHEAST,1.0,8.0,Mid-Rise Multifamily,115168,28792,28.2,2805926.0,70.6,0.0,1968,58.98
2803,NonResidential,Compliant,,101060.0,Social/Meeting Hall,555924.0,CENTRAL,1.0,3.0,Other,25864,0,30.2,656980.0,41.4,0.0,1908,30.23
2804,Multifamily LR (1-4),Compliant,,452763.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,15346,4658,29.5,452744.0,92.6,0.0,1972,3.16
2805,Multifamily LR (1-4),Compliant,97.0,631227.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,36300,0,17.4,631201.0,54.6,0.0,1979,4.4
2806,Multifamily LR (1-4),Compliant,,365928.0,College/University,994934.0,NORTHEAST,1.0,3.0,College/University,20008,0,68.0,1360847.0,109.6,0.0,1956,55.39
2807,NonResidential,Compliant,,468592.0,Other - Lodging/Residential,670560.0,NORTHEAST,1.0,3.0,Other,20686,0,55.1,1139133.0,105.2,0.0,1924,38.88
2808,NonResidential,Compliant,75.0,686977.0,Residence Hall/Dormitory,0.0,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,22124,0,31.0,686949.0,97.5,0.0,1929,4.79
2809,Multifamily LR (1-4),Compliant,77.0,1071957.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,17340,17455,30.8,1071912.0,96.7,0.0,1988,7.47
2810,Multifamily LR (1-4),Compliant,,471379.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,13200,10600,35.7,471359.0,112.1,0.0,1999,3.29
2811,NonResidential,Compliant,86.0,424759.0,Residence Hall/Dormitory,1084750.0,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,27487,0,54.9,1509492.0,90.0,0.0,1926,60.57
2812,NonResidential,Compliant,49.0,740501.0,Residence Hall/Dormitory,1120430.0,NORTHEAST,1.0,4.0,Residence Hall/Dormitory,23616,0,78.8,1860901.0,148.3,0.0,1926,64.67
2813,Multifamily LR (1-4),Compliant,43.0,391603.0,Multifamily Housing,832689.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,20629,0,59.3,1224276.0,102.0,0.0,1928,46.95
2814,NonResidential,Compliant,77.0,970158.0,Residence Hall/Dormitory,0.0,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,33448,0,29.0,970118.0,91.1,0.0,1976,6.76
2815,Nonresidential COS,Compliant,,685436.0,Other - Recreation,1159418.0,EAST,1.0,2.0,Mixed Use Property,22388,7120,82.6,1844825.0,150.8,0.0,2005,66.35
2816,NonResidential,Compliant,48.0,4041593.0,Senior Care Community,4401357.0,CENTRAL,1.0,2.0,Senior Care Community,74840,0,112.8,8442782.0,231.3,0.0,1987,261.93
2817,Nonresidential COS,Compliant,,535067.0,Performing Arts,1462070.0,CENTRAL,1.0,3.0,Other,20992,0,64.7,1997115.0,104.1,0.0,1913,81.38
2818,Multifamily LR (1-4),Compliant,42.0,1267644.0,,0.0,CENTRAL,1.0,3.0,Low-Rise Multifamily,41144,0,35.1,1445738.0,101.3,0.0,1909,8.84
2819,NonResidential,Compliant,49.0,509910.0,K-12 School,876442.0,CENTRAL,1.0,2.0,K-12 School,22344,0,62.0,1386331.0,112.8,0.0,1925,50.1
2820,Multifamily LR (1-4),Compliant,15.0,827350.0,Multifamily Housing,458615.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,24980,0,51.5,1285930.0,123.3,0.0,1912,30.12
2821,Multifamily LR (1-4),Compliant,74.0,739741.0,Multifamily Housing,0.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,24415,0,30.3,739711.0,95.1,0.0,1989,5.16
2822,Multifamily LR (1-4),Compliant,98.0,541846.0,Multifamily Housing,331953.0,CENTRAL,1.0,3.0,Low-Rise Multifamily,31300,0,27.9,873776.0,65.5,0.0,1910,21.41
2823,NonResidential,Compliant,,825950.0,College/University,1607861.0,EAST,1.0,3.0,College/University,31900,0,93.6,2433777.0,164.7,0.0,1921,91.15
2824,Nonresidential COS,Compliant,,665356.0,Other - Recreation,758358.0,BALLARD,1.0,2.0,Other,29417,0,47.9,1423687.0,97.0,0.0,1950,44.91
2825,NonResidential,Compliant,,1339933.0,Office,3899840.0,DOWNTOWN,1.0,3.0,Mixed Use Property,49299,0,98.8,5239717.0,156.5,0.0,1909,216.46
2826,Multifamily LR (1-4),Compliant,98.0,915455.0,Multifamily Housing,0.0,GREATER DUWAMISH,1.0,3.0,Low-Rise Multifamily,42848,15187,21.4,915417.0,67.1,0.0,2005,6.38
